CustomerID,FirstName,MiddleName,LastName,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
11046,Christine,,Yuan,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0113,22/03/1950,High School,Skilled Manual,F,M,1,2,0,3,50798
11047,Jaclyn,D,Lu,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,27/02/1950,High School,Skilled Manual,F,M,0,2,0,3,42738
11049,Carol,C,Rai,Chula Vista,California,United States,91910,654-555-0180,18/07/1980,Partial High School,Clerical,F,S,1,2,0,0,48422
11050,Alan,,Zheng,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0135,07/09/1951,High School,Skilled Manual,M,M,1,2,0,3,58585
11051,Daniel,,Johnson,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0155,04/08/1951,High School,Skilled Manual,M,S,0,2,0,3,45982
11052,Heidi,,Lopez,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0168,07/08/1951,Partial College,Clerical,F,S,0,2,0,2,50790
11053,Ana,E,Price,San Diego,California,United States,92102,859-555-0113,20/08/1980,Partial College,Skilled Manual,F,M,0,2,0,0,91599
11054,Deanna,,Munoz,Geelong,Victoria,Australia,3220,1 (11) 500 555-0192,10/03/1952,Partial College,Skilled Manual,F,M,1,2,0,2,50018
11055,Gilbert,,Raje,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0129,05/03/1952,Partial College,Skilled Manual,M,M,1,2,0,2,53459
11056,Michele,L,Nath,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0178,03/04/1953,Partial College,Skilled Manual,F,M,1,2,0,3,38588
11057,Carl,J,Andersen,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0181,12/10/1953,Graduate Degree,Management,M,M,1,2,0,2,119540
11058,Marc,,Diaz,Findon,South Australia,Australia,5023,1 (11) 500 555-0149,27/04/1954,Partial College,Skilled Manual,M,M,1,2,0,2,119982
11059,Ashlee,J,Andersen,Townsville,Queensland,Australia,4810,1 (11) 500 555-0112,01/04/1954,Partial College,Skilled Manual,F,S,1,2,0,2,86953
11060,Jon,L,Zhou,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0174,17/03/1954,Partial College,Skilled Manual,M,M,1,2,0,2,116368
11061,Todd,M,Gao,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0191,27/02/1954,Partial College,Skilled Manual,M,M,1,2,0,2,110712
11062,Noah,D,Powell,Portland,Oregon,United States,97205,767-555-0113,02/09/1975,High School,Skilled Manual,M,M,1,2,0,0,52145
11063,Angela,,Murphy,Redmond,Washington,United States,98052,451-555-0162,07/04/1975,High School,Skilled Manual,F,S,1,2,0,0,49609
11064,Chase,,Reed,Downey,California,United States,90241,892-555-0184,07/12/1975,High School,Skilled Manual,M,M,1,2,0,0,58306
11065,Jessica,,Henderson,La Jolla,California,United States,92806,278-555-0186,09/10/1973,Partial College,Skilled Manual,F,M,0,2,0,0,73388
11066,Grace,T,Butler,Lebanon,Oregon,United States,97355,712-555-0141,27/11/1973,Partial College,Professional,F,M,1,2,0,0,61686
11067,Caleb,F,Carter,Port Orchard,Washington,United States,98366,944-555-0167,25/09/1976,Partial College,Professional,M,S,1,2,0,0,96049
11070,Willie,T,Raji,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0151,05/04/1955,High School,Skilled Manual,M,M,1,2,0,2,109883
11071,Linda,,Serrano,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0130,26/06/1955,High School,Skilled Manual,F,S,1,2,0,2,106718
11072,Casey,,Luo,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0125,06/02/1955,High School,Skilled Manual,F,S,0,2,0,2,97646
11073,Amy,,Ye,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0185,14/08/1956,High School,Skilled Manual,F,S,1,2,0,2,58916
11074,Levi,A,Arun,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0127,28/08/1956,High School,Skilled Manual,M,S,1,2,0,2,93934
11075,Felicia,L,Jimenez,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,16/11/1957,High School,Professional,F,S,1,2,0,2,99137
11076,Blake,,Anderson,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0113,13/07/1957,High School,Professional,M,S,1,2,0,2,112044
11077,Leah,,Ye,Melton,Victoria,Australia,3337,1 (11) 500 555-0154,19/09/1957,High School,Professional,F,S,0,2,0,2,108728
11078,Gina,E,Martin,Cliffside,British Columbia,Canada,V8Y 1L1,196-555-0114,10/01/1974,High School,Professional,F,S,0,2,0,0,49084
11079,Donald,,Gonzalez,Geelong,Victoria,Australia,3220,1 (11) 500 555-0137,11/03/1959,Graduate Degree,Management,M,S,1,2,0,0,172444
11080,Damien,,Chander,Perth,South Australia,Australia,6006,1 (11) 500 555-0111,17/07/1959,Graduate Degree,Management,M,M,1,2,0,0,181590
11081,Savannah,C,Baker,Concord,California,United States,94519,478-555-0117,24/07/1966,Bachelors ,Management,F,M,1,3,2,2,148109
11082,Angela,L,Butler,Fremont,California,United States,94536,579-555-0195,04/08/1966,Graduate Degree,Management,F,S,0,3,1,1,149717
11083,Alyssa,F,Cox,Lincoln Acres,California,United States,91950,561-555-0140,15/03/1966,Graduate Degree,Management,F,M,1,3,1,1,163913
11085,Emily,,Johnson,Newport Beach,California,United States,92625,850-555-0184,19/07/1957,High School,Professional,F,S,0,2,0,2,66900
11086,Ryan,,Brown,Santa Monica,California,United States,90401,539-555-0198,23/12/1957,Partial College,Professional,M,M,1,0,1,2,97834
11088,Hunter,,Davis,San Diego,California,United States,92102,612-555-0141,25/11/1957,Bachelors ,Management,M,M,1,0,1,2,129910
11089,Abigail,M,Price,Long Beach,California,United States,90802,532-555-0117,05/02/1957,Bachelors ,Management,F,S,1,1,1,2,91729
11090,Trevor,,Bryant,Los Angeles,California,United States,90012,853-555-0174,17/12/1957,Partial College,Professional,M,S,1,1,0,2,113883
11091,Dalton,,Perez,Haney,British Columbia,Canada,V2W 1W2,559-555-0115,04/04/1957,Partial College,Professional,M,M,1,1,0,2,112820
11093,Aimee,A,He,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0161,10/09/1967,Graduate Degree,Management,F,M,1,0,0,0,106839
11094,Cedric,W,Ma,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0115,01/04/1962,Partial College,Skilled Manual,M,S,0,1,0,1,88887
11095,Chad,,Kumar,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0151,01/09/1962,Partial College,Skilled Manual,M,S,1,1,0,1,108740
11096,Andrés,,Anand,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0184,10/08/1962,Bachelors ,Professional,M,M,1,1,0,1,106971
11097,Edwin,R,Nara,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0112,27/10/1961,Partial College,Skilled Manual,M,M,1,1,0,1,98519
11098,Mallory,S,Rubio,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0157,01/05/1961,Partial College,Skilled Manual,F,S,0,1,0,1,82707
11099,Adam,,Ross,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0186,08/03/1961,Bachelors ,Professional,M,M,1,1,0,1,103866
11100,Latasha,L,Navarro,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0123,15/09/1960,Partial College,Skilled Manual,F,S,1,1,0,1,66520
11101,Abby,L,Sai,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0174,08/05/1965,Bachelors ,Professional,F,S,0,1,0,0,75270
11102,Julia,L,Nelson,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0124,21/04/1965,Bachelors ,Professional,F,S,1,4,5,5,95167
11103,Cassie,,Chande,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0166,17/10/1964,Bachelors ,Professional,F,S,1,1,0,0,85087
11104,Edgar,A,Sara,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0125,11/03/1964,Bachelors ,Professional,M,M,0,1,0,0,102445
11105,Candace,,Fernandez,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,28/12/1964,Bachelors ,Professional,F,S,0,1,0,0,88445
11106,Jessie,,Liu,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0163,11/09/1964,Bachelors ,Professional,M,S,0,1,0,0,97782
11107,Bianca,,Lin,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0121,09/09/1959,Bachelors ,Professional,F,M,1,1,0,1,117317
11109,Ruben,D,Kapoor,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0132,05/11/1963,Bachelors ,Professional,M,S,0,2,0,0,106891
11110,Curtis,,Yang,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0127,06/06/1962,Partial College,Skilled Manual,M,M,1,1,0,1,77012
11111,Meredith,T,Gutierrez,Geelong,Victoria,Australia,3220,1 (11) 500 555-0179,23/02/1962,Partial College,Skilled Manual,F,M,1,1,0,1,62702
11112,Crystal,C,Wang,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0134,09/09/1962,Partial College,Skilled Manual,F,M,1,1,0,1,73151
11113,Micheal,A,Blanco,Perth,South Australia,Australia,6006,1 (11) 500 555-0131,21/02/1962,Bachelors ,Professional,M,M,1,2,4,5,104220
16475,Kurt,L,Anand,Essen,Hamburg,Germany,45001,1 (11) 500 555-0115,13/12/1973,Partial High School,Manual,M,S,0,2,0,0,18709
11115,Alvin,D,Cai,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0191,12/02/1962,Partial College,Skilled Manual,M,M,1,2,4,5,93330
11116,Clinton,E,Carlson,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0184,07/10/1962,Partial College,Skilled Manual,M,M,1,2,4,5,86770
11117,April,,Deng,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0182,21/02/1961,Partial College,Skilled Manual,F,M,1,3,4,5,73276
11119,Evan,V,James,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0187,10/04/1935,Partial College,Clerical,M,S,0,2,0,2,51078
11120,Beth,H,Jiménez,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0164,09/08/1936,Bachelors ,Management,F,S,1,1,0,2,52280
11122,Byron,,Vazquez,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,02/04/1960,Partial College,Skilled Manual,M,M,1,3,4,5,88615
11123,Philip,A,Alvarez,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,20/06/1960,Partial College,Skilled Manual,M,M,1,3,4,5,102114
11124,Ross,F,Jordan,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0126,27/07/1957,Partial College,Skilled Manual,M,S,1,1,0,1,106875
11125,Dana,J,Navarro,Seaford,Victoria,Australia,3198,1 (11) 500 555-0172,08/04/1956,Partial College,Skilled Manual,F,S,1,1,0,1,65730
11126,Shaun,,Carson,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0155,07/04/1949,High School,Skilled Manual,M,M,0,2,1,2,32857
11127,Jan,,Edwards,San Gabriel,California,United States,91776,111-555-0118,21/10/1975,High School,Skilled Manual,F,M,1,1,0,0,46078
11129,Julia,M,Wright,Sedro Woolley,Washington,United States,98284,456-555-0174,05/08/1975,High School,Skilled Manual,F,S,1,1,0,0,32122
11130,Caroline,L,Russell,Lebanon,Oregon,United States,97355,424-555-0137,06/01/1980,High School,Skilled Manual,F,M,1,2,0,0,34879
11131,Amanda,,Rivera,Haney,British Columbia,Canada,V2W 1W2,918-555-0126,12/03/1980,High School,Skilled Manual,F,M,0,2,0,0,39266
11132,Melissa,E,Richardson,Langford,British Columbia,Canada,V9,928-555-0118,26/10/1980,High School,Skilled Manual,F,S,0,2,0,0,44139
11133,Angela,,Griffin,Lake Oswego,Oregon,United States,97034,598-555-0174,08/09/1980,Partial High School,Clerical,F,S,0,2,0,0,37010
11134,Larry,D,Townsend,Perth,South Australia,Australia,6006,1 (11) 500 555-0130,26/02/1946,High School,Skilled Manual,M,S,1,2,0,5,26209
11135,Marcus,L,Harris,Burlingame,California,United States,94010,442-555-0119,03/11/1979,Partial High School,Clerical,M,S,0,2,0,0,64613
11136,Brianna,D,Morgan,Metchosin,British Columbia,Canada,V9,954-555-0117,26/10/1978,High School,Skilled Manual,F,S,0,2,0,0,38527
11137,Jasmine,A,Taylor,Spokane,Washington,United States,99202,557-555-0146,20/07/1978,High School,Skilled Manual,F,M,1,2,0,0,42811
11138,Lauren,,Davis,Glendale,California,United States,91203,832-555-0121,15/09/1978,High School,Skilled Manual,F,M,0,2,0,0,48772
11139,Tanya,,Moreno,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0185,09/11/1938,Partial College,Clerical,F,S,0,2,0,2,27610
11140,Javier,L,Alvarez,Burbank,California,United States,91502,763-555-0134,11/02/1977,Partial High School,Clerical,M,S,0,2,0,0,64633
11141,Nicole,,Ramirez,Daly City,California,United States,94015,152-555-0162,21/06/1977,High School,Skilled Manual,F,M,0,2,0,0,32916
11142,Eduardo,,Patterson,Langford,British Columbia,Canada,V9,190-555-0184,14/08/1977,High School,Skilled Manual,M,S,0,2,0,0,63488
11143,Jonathan,M,Henderson,Lakewood,California,United States,90712,149-555-0113,04/02/1977,High School,Skilled Manual,M,M,1,2,0,0,43666
11144,Edward,,Hernandez,Ballard,Washington,United States,98107,178-555-0196,09/09/1979,High School,Skilled Manual,M,S,0,2,0,0,54938
11145,Jasmine,L,Coleman,Beaverton,Oregon,United States,97005,857-555-0115,08/12/1979,High School,Skilled Manual,F,S,0,2,0,0,29691
11146,Karla,L,Goel,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0137,26/08/1939,Bachelors ,Management,F,S,1,2,0,2,66934
11147,Ernest,L,Wu,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,05/02/1939,Graduate Degree,Management,M,M,1,1,0,2,124211
11148,Ross,,Vazquez,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0163,16/08/1941,Bachelors ,Management,M,M,1,2,0,2,63251
11149,Theodore,,Gill,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0194,20/04/1941,Bachelors ,Management,M,M,1,2,0,2,82448
11150,Russell,M,Shen,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,15/03/1941,Bachelors ,Management,M,S,1,2,0,2,77855
11151,Melinda,G,Gill,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0117,25/02/1942,Graduate Degree,Management,F,S,0,1,0,2,94385
11152,James,J,Williams,Puyallup,Washington,United States,98371,355-555-0153,10/01/1976,High School,Skilled Manual,M,S,1,2,0,0,62553
11153,Angela,R,James,Renton,Washington,United States,98055,847-555-0111,23/06/1976,High School,Skilled Manual,F,M,1,2,0,0,37229
11154,Megan,G,Walker,Woodburn,Oregon,United States,97071,918-555-0186,21/08/1976,Partial College,Skilled Manual,F,S,1,1,0,0,33375
11155,Hunter,J,Robinson,Burbank,California,United States,91502,891-555-0125,26/01/1976,Partial College,Skilled Manual,M,S,0,1,0,0,60713
11157,Hannah,E,Long,Tacoma,Washington,United States,98403,974-555-0177,11/06/1975,High School,Skilled Manual,F,M,1,2,0,0,45639
11158,Jason,K,Wright,San Gabriel,California,United States,91776,694-555-0176,08/10/1975,High School,Skilled Manual,M,S,1,2,0,0,57274
11159,Brianna,A,Hughes,Woodland Hills,California,United States,91364,319-555-0183,17/09/1975,High School,Skilled Manual,F,S,0,2,0,0,32033
11160,Maurice,M,Tang,Concord,California,United States,94519,947-555-0172,08/01/1974,Partial College,Skilled Manual,M,S,0,1,0,0,54434
11161,Emily,,Wood,Concord,California,United States,94519,184-555-0114,22/04/1974,Partial College,Skilled Manual,F,S,0,1,0,0,46024
11163,Gabriel,,Wang,Spring Valley,California,United States,91977,617-555-0150,20/12/1974,Partial College,Skilled Manual,M,M,1,1,0,0,56829
11164,Devin,,Brooks,Torrance,California,United States,90505,502-555-0138,05/05/1974,Partial College,Skilled Manual,M,S,0,1,0,0,48946
11165,Jocelyn,,Alexander,Oakland,California,United States,94611,354-555-0134,18/07/1973,Partial College,Skilled Manual,F,M,0,1,0,0,89154
11166,Ashley,,Martinez,Olympia,Washington,United States,98501,131-555-0194,24/04/1972,Partial College,Skilled Manual,F,S,0,2,0,0,70041
11169,Bryce,,Richardson,Coronado,California,United States,92118,178-555-0176,22/06/1968,Bachelors ,Management,M,M,1,1,4,4,116323
11170,Carol,T,Howard,Burien,Washington,United States,98168,845-555-0127,05/02/1968,Bachelors ,Management,F,M,1,1,4,4,104668
11171,Jonathan,E,Hill,Woodland Hills,California,United States,91364,134-555-0196,09/10/1967,Bachelors ,Management,M,S,1,2,0,1,128776
11172,Gabrielle,J,Adams,Lynnwood,Washington,United States,98036,403-555-0152,21/11/1967,Bachelors ,Management,F,M,1,2,0,1,97616
11173,Sarah,F,Thomas,W. Linn,Oregon,United States,97068,868-555-0188,01/09/1967,Graduate Degree,Management,F,S,0,4,0,0,151318
11174,Nicholas,,Robinson,Los Angeles,California,United States,90012,949-555-0138,13/07/1967,Graduate Degree,Management,M,M,1,0,1,1,183231
11175,Luis,,Wang,Beverly Hills,California,United States,90210,418-555-0127,05/03/1963,Partial College,Skilled Manual,M,S,1,2,0,0,98032
11176,Mason,D,Roberts,Haney,British Columbia,Canada,V2W 1W2,539-555-0162,25/01/1968,Bachelors ,Management,M,M,1,1,4,4,140875
11177,Jose,M,Flores,San Diego,California,United States,92102,157-555-0182,04/07/1942,Graduate Degree,Management,M,M,1,2,4,4,185657
11179,Molly,E,Rodriguez,Beverly Hills,California,United States,90210,135-555-0185,14/06/1943,Graduate Degree,Management,F,M,1,3,4,4,141844
11180,April,,Anand,Chula Vista,California,United States,91910,702-555-0144,02/01/1943,Bachelors ,Management,F,M,1,4,3,3,145176
11181,Devin,P,Martin,Los Angeles,California,United States,90012,735-555-0197,08/08/1943,Graduate Degree,Management,M,M,1,2,3,3,184504
11182,Stephanie,,Torres,Sedro Woolley,Washington,United States,98284,567-555-0176,25/08/1944,Bachelors ,Management,F,S,1,2,0,4,80891
11183,Jasmine,W,Lee,Santa Cruz,California,United States,95062,147-555-0199,15/07/1944,Bachelors ,Management,F,S,1,2,0,4,90366
11184,Meghan,,Hernandez,Concord,California,United States,94519,967-555-0188,16/11/1944,Bachelors ,Management,F,S,1,2,0,4,91037
11185,Ashley,,Henderson,Metchosin,British Columbia,Canada,V9,173-555-0121,08/10/1944,Bachelors ,Management,F,S,1,2,0,4,83404
11186,Sarah,C,Price,Palo Alto,California,United States,94303,180-555-0133,21/05/1944,Bachelors ,Management,F,S,1,2,0,4,79819
11187,Jennifer,S,Cooper,Burien,Washington,United States,98168,857-555-0111,22/02/1944,Graduate Degree,Management,F,M,1,2,0,4,85829
11188,Catherine,,Morris,San Gabriel,California,United States,91776,795-555-0117,06/09/1944,Graduate Degree,Management,F,M,0,2,0,4,104279
11189,Lawrence,W,Blanco,Bellingham,Washington,United States,98225,656-555-0171,15/07/1944,Graduate Degree,Management,M,S,1,2,0,4,121950
11190,Carson,,Bryant,Beverly Hills,California,United States,90210,240-555-0142,22/06/1944,Bachelors ,Management,M,M,1,2,0,5,95877
11191,Kristi,E,Perez,Colma,California,United States,94014,123-555-0181,18/12/1945,Bachelors ,Management,F,S,1,3,0,5,80055
11192,James,C,Brown,Seattle,Washington,United States,98104,725-555-0117,13/09/1945,Bachelors ,Management,M,M,1,2,0,4,112289
11193,Ian,A,Gray,Woodburn,Oregon,United States,97071,596-555-0190,13/02/1945,Bachelors ,Management,M,M,1,2,0,4,111071
11194,Jacqueline,R,Price,Palo Alto,California,United States,94303,266-555-0112,10/06/1945,Bachelors ,Management,F,M,1,2,0,4,89692
11195,Megan,,Henderson,Renton,Washington,United States,98055,560-555-0150,10/02/1946,Bachelors ,Management,F,M,1,3,0,5,86347
11196,Alfredo,,Romero,Beaverton,Oregon,United States,97005,342-555-0110,07/06/1946,Bachelors ,Management,M,M,1,3,0,5,96935
11197,Andrea,,Morris,Seattle,Washington,United States,98104,715-555-0178,18/06/1946,Bachelors ,Management,F,M,0,1,1,3,86749
11198,Brooke,,Sanders,Santa Cruz,California,United States,95062,215-555-0156,26/11/1946,Bachelors ,Management,F,S,1,1,1,4,84010
11199,Jacqueline,,Bennett,Burlingame,California,United States,94010,413-555-0174,06/11/1946,Bachelors ,Management,F,M,1,1,1,4,81296
11200,Jason,L,Griffin,Victoria,British Columbia,Canada,V8V,232-555-0160,22/11/1947,Bachelors ,Management,M,M,1,1,1,4,101131
11201,Amanda,,Foster,Santa Monica,California,United States,90401,505-555-0159,18/08/1947,Bachelors ,Management,F,M,1,1,1,4,83256
11202,Alexia,L,Price,Lakewood,California,United States,90712,552-555-0118,26/08/1947,Bachelors ,Management,F,M,0,2,0,5,96418
11203,Luis,D,Diaz,Port Hammond,British Columbia,Canada,V6B 3P7,171-555-0126,21/08/1948,High School,Professional,M,M,1,2,1,2,55404
11204,Destiny,C,Rivera,Beaverton,Oregon,United States,97005,743-555-0111,01/06/1948,High School,Professional,F,M,1,2,1,2,50201
11205,Abby,,Fernandez,Burien,Washington,United States,98168,134-555-0119,24/07/1948,High School,Professional,F,M,1,2,1,2,52116
11206,Blake,,Flores,Lynnwood,Washington,United States,98036,975-555-0163,24/09/1948,Partial College,Professional,M,M,1,1,1,2,96883
11208,Maria,,Reed,Glendale,California,United States,91203,156-555-0163,04/02/1948,Bachelors ,Management,F,M,1,0,1,2,81421
