CustomerID,FirstName,MiddleName,LastName,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
27248,Kayla,,Taylor,Puyallup,Washington,United States,98371,275-555-0165,20/08/1972,Graduate Degree,Skilled Manual,F,M,1,0,0,1,63628
27249,Emma,R,Cox,Santa Monica,California,United States,90401,818-555-0195,16/07/1971,Graduate Degree,Skilled Manual,F,M,1,0,0,1,91122
27250,Virginia,E,Vance,Burien,Washington,United States,98168,417-555-0168,09/08/1971,Graduate Degree,Skilled Manual,F,M,1,0,1,1,90587
27251,Jessica,R,Flores,Grossmont,California,United States,91941,148-555-0148,07/03/1971,Graduate Degree,Skilled Manual,F,M,1,0,1,1,64959
27253,Connor,D,Jai,Cliffside,British Columbia,Canada,V8Y 1L1,259-555-0181,15/04/1972,Graduate Degree,Skilled Manual,M,M,1,0,1,1,91844
27254,Theodore,M,Jimenez,Bremerton,Washington,United States,98312,698-555-0113,12/10/1972,Bachelors ,Skilled Manual,M,M,1,0,1,1,55074
27256,Caleb,,Lopez,Port Orchard,Washington,United States,98366,918-555-0154,26/07/1972,Graduate Degree,Skilled Manual,M,M,1,0,0,1,107406
27257,Rebekah,L,Sara,Chula Vista,California,United States,91910,642-555-0150,19/03/1972,Graduate Degree,Skilled Manual,F,S,0,0,0,1,91241
27258,Christian,E,Flores,Concord,California,United States,94519,171-555-0119,05/08/1972,Graduate Degree,Professional,M,S,0,0,0,1,127838
27259,Angela,K,Diaz,Royal Oak,British Columbia,Canada,V8X,180-555-0159,28/02/1970,Bachelors ,Skilled Manual,F,M,1,0,1,1,45678
27260,Candice,,Ma,Burbank,California,United States,91502,172-555-0137,05/03/1970,Bachelors ,Skilled Manual,F,M,1,1,1,1,42884
27261,Omar,M,Chande,Burien,Washington,United States,98168,502-555-0195,18/07/1970,Bachelors ,Skilled Manual,M,M,0,1,1,1,47441
27262,Courtney,,Hill,Redmond,Washington,United States,98052,735-555-0119,04/10/1970,Bachelors ,Skilled Manual,F,M,1,1,1,1,58319
27263,Aaron,M,Kumar,San Diego,California,United States,92102,841-555-0194,28/07/1970,Graduate Degree,Professional,M,M,1,0,0,1,117686
27264,Jacob,,Clark,Renton,Washington,United States,98055,181-555-0162,04/11/1969,Bachelors ,Skilled Manual,M,S,1,0,2,2,81656
27265,Isabella,M,Thomas,Metchosin,British Columbia,Canada,V9,640-555-0116,08/09/1969,Bachelors ,Skilled Manual,F,S,0,0,2,2,80703
27266,Riley,B,Gonzales,San Gabriel,California,United States,91776,132-555-0116,13/09/1969,Bachelors ,Skilled Manual,F,S,0,0,2,2,86141
27267,Emily,,Davis,Shawnee,British Columbia,Canada,V8Z 4N5,512-555-0123,24/08/1969,Bachelors ,Skilled Manual,F,S,0,0,2,2,75527
27268,Latasha,,Serrano,Chula Vista,California,United States,91910,424-555-0119,15/02/1969,Bachelors ,Skilled Manual,F,S,1,0,2,2,83294
27269,Victoria,,Lee,Walla Walla,Washington,United States,99362,690-555-0140,16/03/1969,Graduate Degree,Professional,F,S,0,0,0,1,97349
27270,Connor,J,Collins,Newton,British Columbia,Canada,V2L3W8,184-555-0123,15/06/1971,Graduate Degree,Professional,M,M,1,0,0,1,122614
27271,Anna,S,Reed,Edmonds,Washington,United States,98020,114-555-0181,13/09/1971,Graduate Degree,Professional,F,M,1,0,0,1,102447
27273,Marcus,,Miller,Lakewood,California,United States,90712,838-555-0136,15/03/1971,Graduate Degree,Professional,M,S,0,0,0,3,113029
27274,Marcus,,Morris,Lincoln Acres,California,United States,91950,128-555-0117,03/04/1971,Graduate Degree,Professional,M,S,0,0,0,3,112056
27275,Aidan,,Powell,Spring Valley,California,United States,91977,115-555-0190,08/04/1969,Graduate Degree,Professional,M,M,1,0,0,1,109467
27276,Faith,A,Alexander,Berkeley,California,United States,94704,175-555-0147,16/01/1969,Graduate Degree,Professional,F,S,1,0,0,1,98810
27277,Jeremy,C,Wood,El Cajon,California,United States,92020,245-555-0114,12/12/1969,Graduate Degree,Professional,M,M,0,0,0,1,104779
27279,Katelyn,,Brooks,Issaquah,Washington,United States,98027,772-555-0169,15/07/1968,Bachelors ,Skilled Manual,F,S,1,0,2,2,74785
27280,Naomi,S,Gutierrez,Burbank,California,United States,91502,278-555-0177,07/03/1968,Bachelors ,Skilled Manual,F,M,1,1,2,2,96311
27281,Jenny,,Nath,Clearwater,Florida,United States,33755,110-555-0167,21/11/1968,Bachelors ,Skilled Manual,F,S,0,1,2,2,89125
27282,Barry,M,Perez,Calgary,Alberta,Canada,T2P 2G8,930-555-0130,14/09/1967,High School,Skilled Manual,M,M,0,1,5,5,66085
27283,Jamie,,Hernandez,Cliffside,British Columbia,Canada,V8Y 1L1,134-555-0153,09/09/1967,High School,Skilled Manual,M,S,1,2,5,5,34515
27284,Danielle,Y,Bailey,Seattle,Washington,United States,98104,927-555-0190,04/03/1967,Bachelors ,Professional,F,M,0,1,0,0,70018
27285,Zachary,J,Jones,Port Hammond,British Columbia,Canada,V6B 3P7,707-555-0175,19/09/1970,Graduate Degree,Professional,M,S,1,0,0,1,112993
27286,Shawn,,Pal,Chicago,Illinois,United States,60610,430-555-0120,24/11/1970,Graduate Degree,Professional,M,S,0,0,0,1,118337
27287,Samuel,E,Perez,Los Angeles,California,United States,90012,231-555-0144,27/02/1970,Graduate Degree,Professional,M,M,0,0,0,4,100884
27288,Destiny,L,Richardson,Newport Beach,California,United States,92625,916-555-0161,21/09/1970,Graduate Degree,Professional,F,S,0,0,0,4,88595
27289,Anna,,Long,National City,California,United States,91950,247-555-0113,04/04/1967,Bachelors ,Skilled Manual,F,S,1,1,2,2,40406
27290,Marcus,,Evans,Puyallup,Washington,United States,98371,597-555-0163,14/02/1966,Bachelors ,Skilled Manual,M,M,1,0,3,3,128622
27291,Bobby,M,Mehta,Burien,Washington,United States,98168,735-555-0115,25/07/1966,Bachelors ,Skilled Manual,M,S,0,1,3,3,125537
27292,Julia,,Evans,Oregon City,Oregon,United States,97045,910-555-0138,13/11/1966,Graduate Degree,Professional,F,S,1,0,0,0,87591
27293,Kaitlyn,,Jackson,Glendale,California,United States,91203,208-555-0174,18/05/1966,Graduate Degree,Professional,F,M,1,0,0,0,92523
27294,Ana,,Bradley,San Carlos,California,United States,94070,408-555-0126,18/08/1966,Graduate Degree,Professional,F,S,1,0,0,0,103114
27295,Wyatt,,Taylor,Lynnwood,Washington,United States,98036,343-555-0182,18/05/1966,Graduate Degree,Professional,M,S,1,0,0,0,113156
27296,Rodrigo,D,Ready,El Cajon,California,United States,92020,642-555-0190,22/04/1966,Graduate Degree,Professional,M,S,0,0,0,4,114097
27297,Ashley,,Coleman,Cliffside,British Columbia,Canada,V8Y 1L1,162-555-0123,24/12/1969,Graduate Degree,Professional,F,S,0,0,0,2,96041
27298,Jennifer,L,Coleman,Haney,British Columbia,Canada,V2W 1W2,236-555-0137,12/12/1969,Graduate Degree,Professional,F,S,0,0,0,2,97339
27299,Micheal,S,Gutierrez,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0145,13/09/1971,Partial High School,Management,M,M,1,4,5,5,160368
27300,Robert,A,Baker,Langford,British Columbia,Canada,V9,943-555-0177,25/02/1953,Partial College,Professional,M,M,1,1,3,4,88121
27301,Clarence,,Zhou,Burlingame,California,United States,94010,102-555-0122,15/09/1953,Partial College,Professional,M,M,1,1,3,4,102188
27302,Charles,M,Smith,Chatou,Yveline,France,78400,1 (11) 500 555-0195,26/03/1957,Partial College,Professional,M,M,1,4,3,3,126729
27303,Arturo,,Yang,Paris,Seine (Paris),France,75012,1 (11) 500 555-0168,22/10/1957,Partial College,Professional,M,M,1,3,4,4,156618
27305,Terry,,Nara,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0110,06/10/1957,Bachelors ,Management,M,M,1,3,3,3,176880
27307,Andre,,Prasad,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0111,05/08/1956,High School,Professional,M,M,1,4,4,4,167294
27308,Marie,A,Rana,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0177,26/05/1956,High School,Professional,F,S,0,4,4,4,137494
27309,Tony,,Deng,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0171,16/07/1955,Partial College,Professional,M,M,1,3,4,4,157222
27310,Isabella,P,Hill,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0119,18/10/1954,Partial College,Professional,F,M,0,1,2,3,97483
27311,Jenna,L,Adams,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0162,24/05/1954,Partial College,Professional,F,M,1,1,2,4,80530
27312,Sandra,L,Sun,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0198,28/12/1944,Bachelors ,Management,F,S,1,4,4,4,156206
27314,Jarrod,R,Arthur,Berlin,Saarland,Germany,14197,1 (11) 500 555-0119,09/05/1945,Bachelors ,Management,M,S,0,2,0,5,132494
27315,James,,Mitchell,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0161,19/06/1945,Graduate Degree,Management,M,M,1,4,3,3,127634
27316,Jarrod,E,Malhotra,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0171,06/09/1946,Bachelors ,Management,M,M,1,1,5,5,146710
27317,Raymond,G,Lopez,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0135,23/10/1946,Graduate Degree,Management,M,M,1,4,4,4,164309
27318,James,,Bryant,Paris,Seine (Paris),France,75007,1 (11) 500 555-0122,11/11/1954,Partial College,Professional,M,M,1,1,2,4,125000
27319,Ian,,Bryant,York,England,United Kingdom,YO15,1 (11) 500 555-0117,21/05/1954,High School,Professional,M,M,0,2,1,3,113421
27320,Jose,C,Green,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0150,04/09/1953,High School,Professional,M,M,1,1,3,4,93685
27321,Dylan,L,Zhang,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0179,26/02/1953,Partial College,Professional,M,M,1,2,2,4,126257
27322,Derrick,,Bradley,Paris,Seine (Paris),France,75019,1 (11) 500 555-0111,12/10/1953,Partial College,Professional,M,S,0,1,2,3,119921
27323,Michele,,Shan,Roubaix,Nord,France,59100,1 (11) 500 555-0179,27/08/1952,Partial College,Professional,F,S,1,2,1,4,104896
27325,Todd,L,Liang,Hannover,Nordrhein-Westfalen,Germany,30601,1 (11) 500 555-0118,11/03/1952,Partial College,Professional,M,M,1,4,4,4,119812
27326,Ashlee,,Goel,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0163,22/09/1951,High School,Professional,F,S,1,2,2,5,109207
27327,Melody,,Nicholls,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0135,19/08/1950,Partial College,Management,F,S,1,2,5,5,140497
27328,Edgar,,Srini,Lille,Nord,France,59000,1 (11) 500 555-0130,27/03/1949,High School,Management,M,S,1,3,1,5,120965
27329,Gloria,M,Vazquez,Roncq,Nord,France,59223,1 (11) 500 555-0118,23/07/1949,High School,Management,F,M,0,3,1,5,98943
27330,Brendan,A,Nara,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0132,21/07/1949,Partial College,Management,M,M,1,3,5,5,162414
27331,Julia,N,Richardson,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0160,07/09/1949,High School,Management,F,M,0,4,5,5,134131
27332,Tony,K,Raji,Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0170,25/02/1948,High School,Management,M,M,1,3,1,4,117047
27333,Kathryn,,Luo,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0186,22/09/1948,Partial College,Management,F,M,1,4,4,4,93324
27334,Corey,,Yuan,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0111,26/05/1947,Partial High School,Skilled Manual,M,S,0,2,0,5,104681
27335,Ricardo,,Raji,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0189,21/08/1947,Partial High School,Skilled Manual,M,M,1,2,0,5,102689
27336,George,,Suri,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0134,13/10/1947,High School,Management,M,S,1,4,5,5,166291
27337,Julia,R,Hall,Watford,England,United Kingdom,WA3,1 (11) 500 555-0124,15/09/1947,Partial High School,Professional,F,M,1,4,5,5,139189
27338,Virginia,J,Lopez,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0134,17/11/1975,Bachelors ,Professional,F,M,1,2,0,0,87223
27339,Ann,,Sai,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0119,18/10/1975,Bachelors ,Professional,F,S,0,2,0,0,84873
27340,Francis,,Carlson,Springwood,New South Wales,Australia,2777,1 (11) 500 555-0166,05/06/1976,Bachelors ,Professional,M,S,1,2,0,0,131966
27341,Kari,V,Sanz,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0142,21/09/1976,Bachelors ,Professional,F,S,0,2,0,0,109432
27342,Henry,,Rana,Melbourne,Victoria,Australia,3000,1 (11) 500 555-0162,18/08/1976,Bachelors ,Professional,M,M,1,2,0,0,130890
27343,Dale,B,Nath,Rockhampton,Queensland,Australia,4700,1 (11) 500 555-0163,10/04/1975,Bachelors ,Professional,M,S,1,3,0,0,104764
27344,Hector,,Sanz,Geelong,Victoria,Australia,3220,1 (11) 500 555-0168,16/09/1974,Bachelors ,Professional,M,S,1,3,0,0,110322
27345,Darrell,J,Shan,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0117,17/02/1975,Bachelors ,Professional,M,S,0,3,0,0,133277
27346,Leslie,,Dominguez,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0118,16/10/1975,Bachelors ,Professional,F,S,0,2,0,0,102905
27347,Jeffery,J,Lin,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0167,15/05/1974,Bachelors ,Professional,M,M,1,3,0,0,128312
27348,Clayton,,Zhou,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0152,20/04/1974,Bachelors ,Professional,M,M,1,2,0,0,130246
27349,Sheila,B,Diaz,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0124,15/08/1974,Bachelors ,Professional,F,M,1,3,0,0,114850
27350,Arthur,E,Subram,Seaford,Victoria,Australia,3198,1 (11) 500 555-0145,27/12/1974,Bachelors ,Professional,M,S,0,3,0,0,122513
27351,Jenny,S,Liang,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0185,06/08/1974,Partial College,Management,F,M,1,3,5,5,120621
27352,Douglas,,Subram,Findon,South Australia,Australia,5023,1 (11) 500 555-0196,05/03/1974,Partial College,Management,M,S,1,3,5,5,171280
27353,Gilbert,T,Andersen,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0192,22/02/1974,Partial College,Management,M,S,1,3,5,5,177035
27356,Mayra,E,Lopez,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0190,10/02/1973,Partial High School,Professional,F,M,1,4,5,5,131538
27357,Victor,J,Gutierrez,Geelong,Victoria,Australia,3220,1 (11) 500 555-0123,10/09/1972,Bachelors ,Professional,M,M,0,3,0,0,127853
27358,Devon,G,Shen,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0132,13/03/1972,Bachelors ,Professional,M,M,1,3,0,0,127755
27359,Morgan,J,Davis,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0158,23/03/1972,High School,Management,F,S,1,3,5,5,94749
27360,Kurt,L,Kumar,Findon,South Australia,Australia,5023,1 (11) 500 555-0179,20/02/1971,Bachelors ,Professional,M,M,1,4,0,0,133599
27361,Valerie,L,Yang,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0195,11/07/1971,Bachelors ,Professional,F,S,0,4,0,0,100884
27362,Alex,L,Cooper,Geelong,Victoria,Australia,3220,1 (11) 500 555-0166,22/04/1972,Partial College,Management,M,S,0,3,5,5,175223
27363,Tara,E,Jai,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0115,11/08/1972,High School,Management,F,M,1,3,5,5,120454
27364,Cedric,,Li,Seaford,Victoria,Australia,3198,1 (11) 500 555-0190,27/08/1971,Bachelors ,Professional,M,S,0,4,0,0,128684
27365,Jimmy,,Jimenez,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0116,15/05/1971,High School,Management,M,S,0,4,5,5,117131
27366,Bob,A,Alan,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0179,10/04/1971,High School,Management,M,S,1,4,5,5,110020
27367,Sydney,,Adams,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0124,09/10/1970,Bachelors ,Professional,F,S,1,4,0,0,114587
27368,Brandy,,Gonzalez,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0175,01/09/1970,Partial High School,Professional,F,M,0,4,5,5,97377
27369,Pamela,C,Raman,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0173,19/10/1970,High School,Management,F,M,1,4,5,5,126665
27370,Stephanie,A,Bell,Townsville,Queensland,Australia,4810,1 (11) 500 555-0193,08/01/1971,High School,Management,F,S,0,4,5,5,130619
27371,Carolyn,S,Srini,Geelong,Victoria,Australia,3220,1 (11) 500 555-0130,26/10/1971,Partial High School,Professional,F,S,0,4,5,5,140631
27372,Andre,,Sai,Bradenton,Florida,United States,34205,724-555-0116,01/02/1948,High School,Professional,M,S,0,2,0,4,57291
27373,Eduardo,E,Rivera,Woodburn,Oregon,United States,97071,253-555-0188,19/04/1948,High School,Professional,M,S,0,2,0,4,54300
27374,Robert,,Phillips,Bremerton,Washington,United States,98312,946-555-0162,25/11/1948,High School,Professional,M,S,1,2,0,4,49389
27375,Nicole,,Wilson,Puyallup,Washington,United States,98371,498-555-0167,03/09/1948,High School,Professional,F,M,1,2,0,4,58013
27376,Courtney,,Gonzalez,Marysville,Washington,United States,98270,457-555-0199,27/07/1948,High School,Professional,F,S,1,2,0,4,45284
27378,Samantha,B,Lee,N. Vancouver,British Columbia,Canada,V7L 4J4,936-555-0162,19/03/1947,High School,Professional,F,M,1,2,0,4,49199
27379,Isabel,,Ross,Imperial Beach,California,United States,91932,555-555-0166,09/06/1947,High School,Professional,F,S,0,2,0,4,58451
27380,Eric,,Green,Langford,British Columbia,Canada,V9,289-555-0121,16/11/1947,High School,Professional,M,S,1,2,0,4,62004
27381,Miguel,J,Sanz,Burbank,California,United States,91502,914-555-0138,23/08/1937,High School,Professional,F,S,1,2,0,4,72303
27382,Kaitlin,R,Chapman,Colma,California,United States,94014,830-555-0157,16/06/1937,Graduate Degree,Management,F,S,1,2,0,3,71021
27383,Jay,,Hernandez,Concord,California,United States,94519,109-555-0158,02/03/1938,Graduate Degree,Management,M,S,1,2,0,3,116636
27384,Eric,A,Patterson,Port Hammond,British Columbia,Canada,V6B 3P7,774-555-0131,15/04/1938,Graduate Degree,Management,M,M,1,2,0,3,112666
27385,Jonathon,A,Ramos,Burbank,California,United States,91502,783-555-0118,19/10/1939,Graduate Degree,Management,M,M,0,2,0,3,101774
27386,James,C,Garcia,Burlingame,California,United States,94010,254-555-0158,27/07/1939,Graduate Degree,Management,M,M,1,2,0,3,113989
27388,Xavier,R,Cox,Spokane,Washington,United States,99202,250-555-0123,14/04/1940,Bachelors ,Management,M,M,0,2,0,3,100772
27389,Lucas,,Henderson,Woodland Hills,California,United States,91364,903-555-0112,16/10/1940,Bachelors ,Management,M,S,0,2,0,3,102200
27390,Leah,,Zeng,Burien,Washington,United States,98168,543-555-0158,13/07/1940,Graduate Degree,Management,F,S,0,2,0,3,92741
27391,Logan,,Young,Kirkland,Washington,United States,98033,193-555-0125,21/08/1941,Bachelors ,Management,M,S,1,2,0,3,66888
27392,Felicia,,Romero,Bellflower,California,United States,90706,198-555-0116,25/08/1941,Bachelors ,Management,F,M,1,2,0,4,44532
27393,Sierra,,Hernandez,Cliffside,British Columbia,Canada,V8Y 1L1,153-555-0114,12/12/1942,Bachelors ,Management,F,M,1,2,0,4,57090
27394,Kyle,,Alexander,Lebanon,Oregon,United States,97355,902-555-0132,22/09/1942,Bachelors ,Management,M,S,0,2,0,4,59505
27395,Jenny,J,Lu,Beaverton,Oregon,United States,97005,784-555-0140,12/08/1942,Bachelors ,Management,F,S,1,2,0,4,45876
27396,Adrian,S,Cook,Edmonds,Washington,United States,98020,117-555-0111,26/05/1943,Bachelors ,Management,M,S,1,2,0,4,108986
27397,Alex,L,James,Glendale,California,United States,91203,131-555-0195,04/01/1943,Bachelors ,Management,M,S,1,2,0,4,96734
27398,Alexis,L,Lee,Torrance,California,United States,90505,362-555-0194,01/09/1943,Bachelors ,Management,F,S,0,2,0,4,88435
27399,Thomas,,Parker,Coronado,California,United States,92118,711-555-0151,23/11/1943,Bachelors ,Management,M,S,0,2,0,4,84827
27401,Micah,,He,Cliffside,British Columbia,Canada,V8Y 1L1,329-555-0157,06/09/1944,Partial High School,Clerical,M,M,0,2,0,5,58458
27402,Adam,B,Nelson,Vancouver,British Columbia,Canada,V7L 4J4,680-555-0153,19/06/1944,Partial High School,Clerical,M,S,0,2,0,5,41570
27403,Dylan,,Coleman,N. Vancouver,British Columbia,Canada,V7L 4J4,609-555-0146,20/05/1945,Partial High School,Skilled Manual,M,S,0,2,1,2,45494
27405,Jackson,,Shan,San Gabriel,California,United States,91776,379-555-0190,08/06/1946,High School,Professional,M,M,1,3,0,5,47574
27406,Richard,L,Sanchez,Westminster,British Columbia,Canada,V3L 1H4,275-555-0119,17/10/1946,Bachelors ,Management,M,S,1,3,0,5,97304
27407,Faith,L,Griffin,Portland,Oregon,United States,97205,185-555-0142,05/02/1946,Bachelors ,Management,F,S,1,3,0,5,86729
27408,Tabitha,E,Sanchez,Concord,California,United States,94519,355-555-0162,10/08/1946,Bachelors ,Management,F,M,1,3,0,5,80155
27409,Preston,J,Smith,Colma,California,United States,94014,590-555-0192,04/11/1947,High School,Professional,M,M,1,1,1,2,76512
27410,Brianna,B,Patterson,San Carlos,California,United States,94070,575-555-0138,26/03/1947,High School,Professional,F,S,0,2,1,2,32219
27412,Miguel,,Price,Imperial Beach,California,United States,91932,157-555-0111,04/09/1947,Bachelors ,Management,M,S,1,1,1,2,110237
27413,Kaitlyn,H,Reed,Langford,British Columbia,Canada,V9,625-555-0158,19/10/1947,Bachelors ,Management,F,M,1,1,1,2,91855
27414,Julia,J,Young,Shawnee,British Columbia,Canada,V8Z 4N5,993-555-0183,04/11/1947,Bachelors ,Management,F,M,1,1,1,2,74268
27415,Trevor,,Butler,Shawnee,British Columbia,Canada,V8Z 4N5,641-555-0185,03/02/1948,High School,Professional,M,M,1,2,1,2,50482
27416,Jeremiah,,Morris,Sedro Woolley,Washington,United States,98284,717-555-0165,11/01/1948,Partial College,Professional,M,S,0,1,1,2,99997
27417,Edwin,,She,Coronado,California,United States,92118,187-555-0111,13/01/1948,Bachelors ,Management,M,M,1,0,1,2,102537
27418,Mya,,Coleman,Woodland Hills,California,United States,91364,576-555-0139,22/09/1948,Partial College,Professional,F,S,0,2,1,4,77875
27420,Samuel,,Turner,Port Hammond,British Columbia,Canada,V6B 3P7,602-555-0165,03/09/1949,Partial High School,Skilled Manual,M,S,1,2,1,2,43925
27421,Mindy,,Chander,Braintree,Massachusetts,United States,2184,145-555-0167,04/02/1949,Partial College,Professional,F,S,0,2,1,2,68849
27422,Evan,,Gonzalez,Woodburn,Oregon,United States,97071,631-555-0197,17/07/1949,Partial College,Professional,M,M,1,2,1,2,97543
27423,Dakota,,Butler,Coronado,California,United States,92118,501-555-0165,16/05/1949,Partial College,Professional,M,S,0,0,1,2,84439
27424,Luis,P,Mitchell,La Jolla,California,United States,92806,579-555-0178,11/04/1949,Partial College,Professional,M,S,1,0,1,2,88386
